"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"599","RT @JMKTV: This is going viral on Facebook right now. How is she not signed? Her pitch, the control of her voice and SHE HAS NO MIC! Wow. N…",FALSE,0,NA,2018-02-26 12:46:10,FALSE,NA,"968104903100043264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ashllyserrano",2930,TRUE,FALSE,NA,NA
"600","RT @JMKTV: This is going viral on Facebook right now. How is she not signed? Her pitch, the control of her voice and SHE HAS NO MIC! Wow. N…",FALSE,0,NA,2018-02-26 12:46:05,FALSE,NA,"968104885022535680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","flykiddben21",2930,TRUE,FALSE,NA,NA
"601","RT @JMKTV: This is going viral on Facebook right now. How is she not signed? Her pitch, the control of her voice and SHE HAS NO MIC! Wow. N…",FALSE,0,NA,2018-02-26 12:46:04,FALSE,NA,"968104879993577472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_alexasss",2930,TRUE,FALSE,NA,NA
"602","RT @JMKTV: This is going viral on Facebook right now. How is she not signed? Her pitch, the control of her voice and SHE HAS NO MIC! Wow. N…",FALSE,0,NA,2018-02-26 12:46:00,FALSE,NA,"968104860943036416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","deemfnC",2930,TRUE,FALSE,NA,NA
"603","RT @JMKTV: This is going viral on Facebook right now. How is she not signed? Her pitch, the control of her voice and SHE HAS NO MIC! Wow. N…",FALSE,0,NA,2018-02-26 12:45:44,FALSE,NA,"968104794924683264",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Tvilx_69",2930,TRUE,FALSE,NA,NA
"604","RT @JMKTV: This is going viral on Facebook right now. How is she not signed? Her pitch, the control of her voice and SHE HAS NO MIC! Wow. N…",FALSE,0,NA,2018-02-26 12:45:37,FALSE,NA,"968104764541165569",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","localassmike_",2930,TRUE,FALSE,NA,NA
"605","Basketball Hall of Fame Finalists 2018 Announcement | NBA All-Star Weekend | February 17, 2018 https://t.co/yFMyyXVAea #basketball",FALSE,0,NA,2018-02-26 12:45:12,FALSE,NA,"968104659800985606",NA,"<a href=""http://www.govideos.com"" rel=""nofollow"">GoBasketBallVid</a>","GoBasketBallVid",0,FALSE,FALSE,NA,NA
"606","RT @JMKTV: This is going viral on Facebook right now. How is she not signed? Her pitch, the control of her voice and SHE HAS NO MIC! Wow. N…",FALSE,0,NA,2018-02-26 12:45:11,FALSE,NA,"968104655766085632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","IMSOCROWNED",2930,TRUE,FALSE,NA,NA
"607","RT @JMKTV: This is going viral on Facebook right now. How is she not signed? Her pitch, the control of her voice and SHE HAS NO MIC! Wow. N…",FALSE,0,NA,2018-02-26 12:45:09,FALSE,NA,"968104648212144128",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Dorceus28",2930,TRUE,FALSE,NA,NA
"608","RT @JMKTV: This is going viral on Facebook right now. How is she not signed? Her pitch, the control of her voice and SHE HAS NO MIC! Wow. N…",FALSE,0,NA,2018-02-26 12:44:58,FALSE,NA,"968104603098198016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","king_snelson",2930,TRUE,FALSE,NA,NA
